118;2025-10-28 20:42:31.277;2025-10-31 15:06:17.796;PRESENTE;;;13.48108,-88.1944518;Presencial;2025-10-28 20:42:31.278;2025-10-31 15:06:17.797;118;118;1516
4708;2025-10-28 20:42:31.281;2025-10-31 15:06:17.796;PRESENTE;;;13.48108,-88.1944518;Presencial;2025-10-28 20:42:31.283;2025-10-31 15:06:17.797;118;118;1516
1608;2025-10-31 13:39:37.679;2025-11-06 16:30:12.035;PRESENTE;;;14.0970867,-89.0158667;Presencial;2025-10-31 13:39:37.679;2025-11-06 16:30:12.036;203;203;2446
588;2025-11-10 19:07:59.162;2025-11-10 19:08:28.482;PRESENTE;;;13.97876748727954,-89.56493175361733;Presencial;2025-11-10 19:07:59.163;2025-11-10 19:08:28.483;84;84;4464
1348;2025-10-28 14:21:11.681;2025-11-05 15:30:29.374;PRESENTE;;;14.0262946,-89.785379;Presencial;2025-10-28 14:21:11.681;2025-11-05 15:30:29.375;196;196;2406
227;2025-10-27 22:18:22.515;2025-10-29 17:06:47.766;PRESENTE;;;13.7395314,-88.975684;Virtual;2025-10-27 22:18:22.516;2025-10-29 17:06:47.767;227;227;2581
1896;2025-10-27 22:18:22.52;2025-10-29 17:06:47.766;PRESENTE;;;13.7395314,-88.975684;Virtual;2025-10-27 22:18:22.521;2025-10-29 17:06:47.767;227;227;2581
2331;2025-11-05 15:09:45.87;2025-11-07 16:50:46.837;PRESENTE;;;14.331331756463454,-89.1767322521545;Presencial;2025-11-05 15:09:45.871;2025-11-07 16:50:46.837;32;32;766
3229;2025-10-29 15:04:25.958;2025-11-06 21:07:25.201;PRESENTE;;;13.5094125,-88.9727397;Presencial;2025-10-29 15:04:25.959;2025-11-06 21:07:25.202;296;296;1756
494;2025-10-29 15:59:21.572;2025-11-06 21:07:25.201;PRESENTE;;;13.5154799,-88.9804366;Presencial;2025-10-29 15:59:21.573;2025-11-06 21:07:25.202;296;296;1756
3827;2025-10-28 16:05:49.878;2025-11-07 15:35:18.13;PRESENTE;;;13.713408,-89.21088;Presencial;2025-10-28 16:05:49.879;2025-11-07 15:35:18.131;115;115;1506
4188;2025-10-28 17:06:34.781;2025-11-03 17:37:02.366;PRESENTE;;;14.0426435,-89.6158125;Presencial;2025-10-28 17:06:34.782;2025-11-03 17:37:02.367;142;142;1616
256;2025-10-29 14:36:13.738;2025-11-06 15:48:23.544;PRESENTE;;;13.5308067,-88.3112916;Presencial;2025-10-29 14:36:13.739;2025-11-06 15:48:23.544;256;256;1676
232;2025-10-28 15:31:17.737;2025-11-08 03:09:08.802;PRESENTE;;;14.1344122,-88.9652798;Presencial;2025-10-28 15:31:17.738;2025-11-08 03:09:08.802;232;232;2601
220;2025-10-28 20:37:40.832;2025-11-06 21:22:36.305;PRESENTE;;;13.682487292101976,-89.18378766974787;Presencial;2025-10-28 20:37:40.833;2025-11-06 21:22:36.306;220;220;2546
2125;2025-10-29 18:27:28.589;2025-11-05 17:00:07.454;PRESENTE;;;14.0517409,-88.9513196;Presencial;2025-10-29 18:27:28.589;2025-11-05 17:00:07.455;102;102;1831
3297;2025-10-31 13:07:59.227;2025-11-06 16:01:37.715;PRESENTE;;;13.7256611,-89.7135361;Presencial;2025-10-31 13:07:59.227;2025-11-06 16:01:37.716;120;120;1531
112;2025-10-29 16:38:32.857;2025-10-29 20:13:01.839;PRESENTE;;;13.8340505,-89.2771087;Presencial;2025-10-29 16:38:32.858;2025-10-29 20:13:01.84;112;112;3031
1754;2025-10-29 16:38:32.862;2025-10-29 20:13:01.839;PRESENTE;;;13.8340505,-89.2771087;Presencial;2025-10-29 16:38:32.862;2025-10-29 20:13:01.84;112;112;3031
2218;2025-11-06 16:05:09.786;2025-11-07 13:45:33.297;PRESENTE;;;13.7081853,-89.2216867;Presencial;2025-11-06 16:05:09.786;2025-11-07 13:45:33.298;178;178;1181
153;2025-10-30 14:52:02.958;2025-11-05 18:31:31.387;PRESENTE;;;13.7174092,-88.2880929;Presencial;2025-10-30 14:52:02.959;2025-11-05 18:31:31.388;153;153;1651
1941;2025-10-30 14:52:02.964;2025-11-05 18:31:31.387;PRESENTE;;;13.7174092,-88.2880929;Presencial;2025-10-30 14:52:02.965;2025-11-05 18:31:31.388;153;153;1651
66;2025-10-28 18:12:06.513;2025-10-28 18:26:20.488;PRESENTE;;;13.3277217,-88.5703583;Presencial;2025-10-28 18:12:06.514;2025-10-28 18:26:20.488;66;66;2021
4290;2025-10-28 15:31:17.741;2025-11-08 03:09:08.802;PRESENTE;;;14.1344122,-88.9652798;Presencial;2025-10-28 15:31:17.742;2025-11-08 03:09:08.802;232;232;2601
106;2025-10-31 14:13:07.54;2025-11-07 17:46:23.201;PRESENTE;;;13.3273725,-87.9755761;Presencial;2025-10-31 14:13:07.541;2025-11-07 17:46:23.202;106;106;1806
4322;2025-10-31 14:13:07.547;2025-11-07 17:46:23.201;PRESENTE;;;13.3273725,-87.9755761;Presencial;2025-10-31 14:13:07.547;2025-11-07 17:46:23.202;106;106;1806
2958;2025-10-30 22:37:10.584;2025-10-31 15:06:17.796;PRESENTE;;;13.4815486,-88.1753062;Presencial;2025-10-30 22:37:10.584;2025-10-31 15:06:17.797;118;118;1516
3131;2025-10-31 14:41:25.449;2025-11-04 17:14:26.703;PRESENTE;;;13.6828636,-88.4182002;Presencial;2025-10-31 14:41:25.45;2025-11-04 17:14:26.704;239;239;2631
113;2025-10-30 17:04:50.554;2025-11-07 17:21:43.693;PRESENTE;;;13.6227161,-87.8944929;Presencial;2025-10-30 17:04:50.554;2025-11-07 17:21:43.694;113;113;1501
66;2025-10-27 22:20:34.372;2025-10-27 22:20:46.512;PRESENTE;;;13.385685,-88.6680533;Presencial;2025-10-27 22:20:34.372;2025-10-27 22:20:46.513;66;66;1031
1690;2025-10-27 22:20:34.376;2025-10-27 22:20:46.512;PRESENTE;;;13.385685,-88.6680533;Presencial;2025-10-27 22:20:34.377;2025-10-27 22:20:46.513;66;66;1031
54;2025-10-29 13:45:42.403;2025-11-03 21:36:37.388;PRESENTE;;;13.3530106,-88.9433891;Presencial;2025-10-29 13:45:42.404;2025-11-03 21:36:37.389;54;54;3466
339;2025-10-29 13:45:42.407;2025-11-03 21:36:37.388;PRESENTE;;;13.3530106,-88.9433891;Presencial;2025-10-29 13:45:42.408;2025-11-03 21:36:37.389;54;54;3466
194;2025-10-28 15:24:56.808;2025-11-06 16:31:51.324;PRESENTE;;;13.3463502,-88.4397955;Presencial;2025-10-28 15:24:56.809;2025-11-06 16:31:51.325;194;194;2396
244;2025-11-04 18:11:58.386;2025-11-10 19:09:16.202;PRESENTE;;;13.276098,-88.546572;Presencial;2025-11-04 18:11:58.387;2025-11-10 19:09:16.203;244;244;2661
8;2025-10-28 17:08:39.482;2025-11-04 18:00:01.297;PRESENTE;;;13.6116205,-89.2331091;Presencial;2025-10-28 17:08:39.482;2025-11-04 18:00:01.298;8;8;3211
147;2025-10-28 15:32:27.719;2025-10-28 15:32:51.729;PRESENTE;;;13.5143565,-88.3825571;Presencial;2025-10-28 15:32:27.72;2025-10-28 15:32:51.729;147;147;3811
2830;2025-10-28 15:32:27.723;2025-10-28 15:32:51.729;PRESENTE;;;13.5143565,-88.3825571;Presencial;2025-10-28 15:32:27.724;2025-10-28 15:32:51.729;147;147;3811
4918;2025-10-29 13:45:42.411;2025-11-03 21:36:37.388;PRESENTE;;;13.3530106,-88.9433891;Presencial;2025-10-29 13:45:42.411;2025-11-03 21:36:37.389;54;54;3466
762;2025-10-29 13:14:06.176;2025-11-06 16:01:37.715;PRESENTE;;;13.7367086,-89.716291;Presencial;2025-10-29 13:14:06.176;2025-11-06 16:01:37.716;120;120;1531
246;2025-11-04 15:57:10.488;2025-11-07 17:03:10.911;PRESENTE;;;13.9640742,-88.511049;Presencial;2025-11-04 15:57:10.488;2025-11-07 17:03:10.912;246;246;1136
4828;2025-10-31 14:30:36.419;2025-11-10 19:09:16.202;PRESENTE;;;13.2942923,-88.5482014;Presencial;2025-10-31 14:30:36.419;2025-11-10 19:09:16.203;244;244;2661
1842;2025-10-28 16:29:40.213;2025-11-07 18:30:10.475;PRESENTE;;;13.9898581,-89.6869808;Presencial;2025-10-28 16:29:40.214;2025-11-07 18:30:10.476;279;279;3866
3702;2025-10-31 14:59:02.478;2025-11-06 16:20:34.931;PRESENTE;;;13.7048538,-89.1453351;Presencial;2025-10-31 14:59:02.479;2025-11-06 16:20:34.932;200;200;2426
210;2025-11-03 15:15:03.141;2025-11-06 17:20:56.747;PRESENTE;;;13.6980638,-89.1915341;Presencial;2025-11-03 15:15:03.142;2025-11-06 17:20:56.748;210;210;2481
