id;eventId;trainingModuleId;responsibleId
3207;4;2;7
3208;4;3;7
3209;4;4;7
3210;4;5;7
3211;4;1;8
3212;4;2;8
3213;4;3;8
3214;4;4;8
3215;4;5;8
3216;4;1;9
3217;4;2;9
3218;4;3;9
3219;4;4;9
3220;4;5;9
3221;4;1;10
3222;4;2;10
3223;4;3;10
3224;4;4;10
3225;4;5;10
3226;4;1;11
3227;4;2;11
3228;4;3;11
3229;4;4;11
3230;4;5;11
3231;4;1;12
3232;4;2;12
3233;4;3;12
3234;4;4;12
3235;4;5;12
3236;4;1;13
3237;4;2;13
3238;4;3;13
3239;4;4;13
3240;4;5;13
3241;4;1;14
3242;4;2;14
3243;4;3;14
3244;4;4;14
3245;4;5;14
3246;4;1;15
3247;4;2;15
3248;4;3;15
3249;4;4;15
3250;4;5;15
3251;4;1;16
3252;4;2;16
3253;4;3;16
3254;4;4;16
3255;4;5;16
3256;4;1;17
3257;4;2;17
3258;4;3;17
3259;4;4;17
3260;4;5;17
3261;4;1;18
3262;4;2;18
3263;4;3;18
3264;4;4;18
3265;4;5;18
3266;4;1;20
3267;4;2;20
3268;4;3;20
3269;4;4;20
3270;4;5;20
3271;4;1;21
3272;4;2;21
3273;4;3;21
3274;4;4;21
3275;4;5;21
3276;4;1;22
3277;4;2;22
3278;4;3;22
3279;4;4;22
3280;4;5;22
3281;4;1;23
3282;4;2;23
3283;4;3;23
3284;4;4;23
3285;4;5;23
3286;4;1;24
3287;4;2;24
3288;4;3;24
3289;4;4;24
3290;4;5;24
3291;4;1;25
3292;4;2;25
3293;4;3;25
3294;4;4;25
3295;4;5;25
3296;4;1;27
3297;4;2;27
3298;4;3;27
3299;4;4;27
3300;4;5;27
3301;4;1;29
3302;4;2;29
3303;4;3;29
3304;4;4;29
3305;4;5;29
3306;4;1;30
3307;4;2;30
3308;4;3;30
3309;4;4;30
3310;4;5;30
3311;4;1;94
3312;4;2;94
3313;4;3;94
3314;4;4;94
3315;4;5;94
3316;4;1;98
3317;4;2;98
3318;4;3;98
3319;4;4;98
3320;4;5;98
3321;4;1;99
3322;4;2;99
3323;4;3;99
3324;4;4;99
3325;4;5;99
3326;4;1;100
3327;4;2;100
3328;4;3;100
3329;4;4;100
3330;4;5;100
3331;4;1;101
3332;4;2;101
3333;4;3;101
3334;4;4;101
3335;4;5;101
3336;4;1;102
3337;4;2;102
3338;4;3;102
3339;4;4;102
3340;4;5;102
3341;4;1;103
3342;4;2;103
3343;4;3;103
3344;4;4;103
3345;4;5;103
3346;4;1;104
3347;4;2;104
3348;4;3;104
3349;4;4;104
3350;4;5;104
3351;4;1;105
3352;4;2;105
3353;4;3;105
3354;4;4;105
3355;4;5;105
3356;4;1;106
3357;4;2;106
3358;4;3;106
3359;4;4;106
3360;4;5;106
3361;4;1;107
3362;4;2;107
3363;4;3;107
3364;4;4;107
3365;4;5;107
3366;4;1;108
3367;4;2;108
3368;4;3;108
3369;4;4;108
3370;4;5;108
3371;4;1;109
3372;4;2;109
3373;4;3;109
3374;4;4;109
3375;4;5;109
3376;4;1;174
3377;4;2;174
3378;4;3;174
3379;4;4;174
3380;4;5;174
3381;4;1;254
3382;4;2;254
3383;4;3;254
3384;4;4;254
3385;4;5;254
3386;4;1;31
3387;4;2;31
3388;4;3;31
3389;4;4;31
3390;4;5;31
3391;4;1;32
3392;4;2;32
3393;4;3;32
3394;4;4;32
3395;4;5;32
3396;4;1;33
3397;4;2;33
3398;4;3;33
3399;4;4;33
3400;4;5;33
3401;4;1;34
3402;4;2;34
3403;4;3;34
3404;4;4;34
3405;4;5;34
3406;4;1;35
3407;4;2;35
3408;4;3;35
3409;4;4;35
3410;4;5;35
3411;4;1;37
3412;4;2;37
3413;4;3;37
3414;4;4;37
3415;4;5;37
3416;4;1;39
3417;4;2;39
3418;4;3;39
3419;4;4;39
3420;4;5;39
3421;4;1;41
3422;4;2;41
3423;4;3;41
3424;4;4;41
3425;4;5;41
3426;4;1;44
3427;4;2;44
3428;4;3;44
3429;4;4;44
3430;4;5;44
3431;4;1;46
3432;4;2;46
3433;4;3;46
3434;4;4;46
3435;4;5;46
3436;4;1;47
3437;4;2;47
3438;4;3;47
3439;4;4;47
3440;4;5;47
3441;4;1;48
3442;4;2;48
3443;4;3;48
3444;4;4;48
3445;4;5;48
3446;4;1;49
3447;4;2;49
3448;4;3;49
3449;4;4;49
3450;4;5;49
3451;4;1;51
3452;4;2;51
3453;4;3;51
3454;4;4;51
3455;4;5;51
3456;4;1;52
3457;4;2;52
3458;4;3;52
3459;4;4;52
3460;4;5;52
3461;4;1;53
3462;4;2;53
3463;4;3;53
3464;4;4;53
3465;4;5;53
3466;4;1;54
3467;4;2;54
3468;4;3;54
3469;4;4;54
3470;4;5;54
3471;4;1;56
3472;4;2;56
3473;4;3;56
3474;4;4;56
3475;4;5;56
3476;4;1;58
3477;4;2;58
3478;4;3;58
3479;4;4;58
3480;4;5;58
3481;4;1;59
3482;4;2;59
3483;4;3;59
3484;4;4;59
3485;4;5;59
3486;4;1;62
3487;4;2;62
3488;4;3;62
3489;4;4;62
3490;4;5;62
3491;4;1;64
3492;4;2;64
3493;4;3;64
3494;4;4;64
3495;4;5;64
3496;4;1;65
3497;4;2;65
3498;4;3;65
3499;4;4;65
3500;4;5;65
3501;4;1;66
3502;4;2;66
3503;4;3;66
3504;4;4;66
3505;4;5;66
3506;4;1;67
3507;4;2;67
3508;4;3;67
3509;4;4;67
3510;4;5;67
3511;4;1;68
3512;4;2;68
3513;4;3;68
3514;4;4;68
3515;4;5;68
3516;4;1;69
3517;4;2;69
3518;4;3;69
3519;4;4;69
3520;4;5;69
3521;4;1;70
3522;4;2;70
3523;4;3;70
3524;4;4;70
3525;4;5;70
3526;4;1;71
3527;4;2;71
3528;4;3;71
3529;4;4;71
3530;4;5;71
3531;4;1;72
3532;4;2;72
3533;4;3;72
3534;4;4;72
3535;4;5;72
3536;4;1;73
3537;4;2;73
3538;4;3;73
3539;4;4;73
3540;4;5;73
3541;4;1;74
3542;4;2;74
3543;4;3;74
3544;4;4;74
3545;4;5;74
3546;4;1;75
3547;4;2;75
3548;4;3;75
3549;4;4;75
3550;4;5;75
3551;4;1;76
3552;4;2;76
3553;4;3;76
3554;4;4;76
3555;4;5;76
3556;4;1;77
3557;4;2;77
3558;4;3;77
3559;4;4;77
3560;4;5;77
3561;4;1;78
3562;4;2;78
3563;4;3;78
3564;4;4;78
3565;4;5;78
3566;4;1;79
3567;4;2;79
3568;4;3;79
3569;4;4;79
3570;4;5;79
3571;4;1;80
3572;4;2;80
3573;4;3;80
3574;4;4;80
3575;4;5;80
3576;4;1;81
3577;4;2;81
3578;4;3;81
3579;4;4;81
3580;4;5;81
3581;4;1;82
3582;4;2;82
3583;4;3;82
3584;4;4;82
3585;4;5;82
3586;4;1;83
3587;4;2;83
3588;4;3;83
3589;4;4;83
3590;4;5;83
3591;4;1;85
3592;4;2;85
3593;4;3;85
3594;4;4;85
3595;4;5;85
3596;4;1;87
3597;4;2;87
3598;4;3;87
3599;4;4;87
3600;4;5;87
3601;4;1;88
3602;4;2;88
3603;4;3;88
3604;4;4;88
3605;4;5;88
3606;4;1;89
3607;4;2;89
3608;4;3;89
3609;4;4;89
3610;4;5;89
3611;4;1;90
3612;4;2;90
3613;4;3;90
3614;4;4;90
3615;4;5;90
3616;4;1;91
3617;4;2;91
3618;4;3;91
3619;4;4;91
3620;4;5;91
3621;4;1;93
3622;4;2;93
3623;4;3;93
3624;4;4;93
3625;4;5;93
3626;4;1;97
3627;4;2;97
3628;4;3;97
3629;4;4;97
3630;4;5;97
3631;4;1;173
3632;4;2;173
3633;4;3;173
3634;4;4;173
3635;4;5;173
3636;4;1;255
3637;4;2;255
3638;4;3;255
3639;4;4;255
3640;4;5;255
3641;4;1;243
3642;4;2;243
3643;4;3;243
3644;4;4;243
3645;4;5;243
3646;4;1;172
3647;4;2;172
3648;4;3;172
3649;4;4;172
3650;4;5;172
3651;4;1;256
3652;4;2;256
3653;4;3;256
3654;4;4;256
3655;4;5;256
3656;4;1;170
3657;4;2;170
3658;4;3;170
3659;4;4;170
3660;4;5;170
3661;4;1;257
3662;4;2;257
3663;4;3;257
3664;4;4;257
3665;4;5;257
3666;4;1;245
3667;4;2;245
3668;4;3;245
3669;4;4;245
3670;4;5;245
3671;4;1;169
3672;4;2;169
3673;4;3;169
3674;4;4;169
3675;4;5;169
3676;4;1;258
3677;4;2;258
3678;4;3;258
3679;4;4;258
3680;4;5;258
3681;4;1;188
3682;4;2;188
3683;4;3;188
3684;4;4;188
3685;4;5;188
3686;4;1;167
3687;4;2;167
3688;4;3;167
3689;4;4;167
3690;4;5;167
3691;4;1;259
3692;4;2;259
3693;4;3;259
3694;4;4;259
3695;4;5;259
3696;4;1;166
3697;4;2;166
3698;4;3;166
3699;4;4;166
3700;4;5;166
3701;4;1;261
3702;4;2;261
3703;4;3;261
3704;4;4;261
3705;4;5;261
3706;4;1;262
3707;4;2;262
3708;4;3;262
3709;4;4;262
3710;4;5;262
3711;4;1;160
3712;4;2;160
3713;4;3;160
3714;4;4;160
3715;4;5;160
3716;4;1;237
3717;4;2;237
3718;4;3;237
3719;4;4;237
3720;4;5;237
3721;4;1;268
3722;4;2;268
3723;4;3;268
3724;4;4;268
3725;4;5;268
3726;4;1;181
3727;4;2;181
3728;4;3;181
3729;4;4;181
3730;4;5;181
3731;4;1;159
3732;4;2;159
3733;4;3;159
3734;4;4;159
3735;4;5;159
3736;4;1;269
3737;4;2;269
3738;4;3;269
3739;4;4;269
3740;4;5;269
3741;4;1;190
3742;4;2;190
3743;4;3;190
3744;4;4;190
3745;4;5;190
3746;4;1;157
3747;4;2;157
3748;4;3;157
3749;4;4;157
3750;4;5;157
3751;4;1;270
3752;4;2;270
3753;4;3;270
3754;4;4;270
3755;4;5;270
3756;4;1;240
3757;4;2;240
3758;4;3;240
3759;4;4;240
3760;4;5;240
3761;4;1;155
3762;4;2;155
3763;4;3;155
3764;4;4;155
3765;4;5;155
3766;4;1;271
3767;4;2;271
3768;4;3;271
3769;4;4;271
3770;4;5;271
3771;4;1;154
3772;4;2;154
3773;4;3;154
3774;4;4;154
3775;4;5;154
3776;4;1;272
3777;4;2;272
3778;4;3;272
3779;4;4;272
3780;4;5;272
3781;4;1;246
3782;4;2;246
3783;4;3;246
3784;4;4;246
3785;4;5;246
3786;4;1;153
3787;4;2;153
3788;4;3;153
3789;4;4;153
3790;4;5;153
3791;4;1;273
3792;4;2;273
3793;4;3;273
3794;4;4;273
3795;4;5;273
3796;4;1;191
3797;4;2;191
3798;4;3;191
3799;4;4;191
3800;4;5;191
3801;4;1;149
3802;4;2;149
3803;4;3;149
3804;4;4;149
3805;4;5;149
3806;4;1;274
3807;4;2;274
3808;4;3;274
3809;4;4;274
3810;4;5;274
3811;4;1;147
3812;4;2;147
3813;4;3;147
3814;4;4;147
3815;4;5;147
3816;4;1;275
3817;4;2;275
3818;4;3;275
3819;4;4;275
3820;4;5;275
3821;4;1;146
3822;4;2;146
3823;4;3;146
3824;4;4;146
3825;4;5;146
3826;4;1;276
3827;4;2;276
3828;4;3;276
3829;4;4;276
3830;4;5;276
3831;4;1;184
3832;4;2;184
3833;4;3;184
3834;4;4;184
3835;4;5;184
3836;4;1;145
3837;4;2;145
3838;4;3;145
3839;4;4;145
3840;4;5;145
3841;4;1;277
3842;4;2;277
3843;4;3;277
3844;4;4;277
3845;4;5;277
3846;4;1;239
3847;4;2;239
3848;4;3;239
3849;4;4;239
3850;4;5;239
3851;4;1;144
3852;4;2;144
3853;4;3;144
3854;4;4;144
3855;4;5;144
3856;4;1;192
3857;4;2;192
3858;4;3;192
3859;4;4;192
3860;4;5;192
3861;4;1;143
3862;4;2;143
3863;4;3;143
3864;4;4;143
3865;4;5;143
3866;4;1;279
3867;4;2;279
3868;4;3;279
3869;4;4;279
3870;4;5;279
3871;4;1;142
3872;4;2;142
3873;4;3;142
3874;4;4;142
3875;4;5;142
3876;4;1;310
3877;4;2;310
3878;4;3;310
3879;4;4;310
3880;4;5;310
3881;4;1;278
3882;4;2;278
3883;4;3;278
3884;4;4;278
3885;4;5;278
3886;5;;5325
3887;5;;92
3888;5;;95
3889;5;;230
3890;5;;228
3891;5;;223
3892;5;;26
3893;5;;208
3894;5;;43
3895;5;;116
3896;5;;148
3897;5;;233
3898;5;;150
3899;5;;280
3900;5;;3
3901;5;;249
3902;5;;288
3903;5;;292
3904;5;;63
3905;5;;302
3906;5;;40
3907;5;;305
3908;5;;308
3909;5;;312
3910;5;;251
3911;5;;263
3912;5;;267
3913;5;;187
3914;5;;185
3915;5;;183
3916;5;;114
3917;5;;57
3918;5;;84
3919;5;;238
3920;5;;111
3921;5;;176
3922;5;;175
3923;5;;151
3924;5;;133
3925;5;;36
3926;5;;130
3927;5;;127
3928;5;;2
3929;5;;168
3930;5;;86
3931;5;;60
3932;5;;136
3933;5;;316
3934;5;;96
3935;5;;314
3936;5;;242
3937;5;;5
3938;6;;5325
3939;6;;114
3940;6;;95
3941;6;;111
3942;6;;150
3943;6;;280
3944;6;;302
3945;6;;92
3946;6;;86
3947;6;;84
3948;6;;148
3949;6;;63
3950;6;;60
3951;6;;57
3952;6;;43
3953;6;;40
3954;6;;36
3955;6;;26
3956;6;;3
3957;6;;2
3958;6;;168
3959;6;;136
3960;6;;316
3961;6;;314
3962;6;;312
3963;6;;96
3964;6;;308
3965;6;;305
3966;6;;292
3967;6;;288
3968;6;;267
3969;6;;263
3970;6;;251
3971;6;;249
3972;6;;230
3973;6;;228
3974;6;;223
3975;6;;208
3976;6;;187
3977;6;;185
3978;6;;183
3979;6;;176
3980;6;;175
3981;6;;151
3982;6;;133
3983;6;;130
3984;6;;127
3985;6;;116
3986;6;;242
3987;6;;5
3988;6;;238
3989;6;;233
3990;7;;5325
3991;7;;168
3992;7;;238
3993;7;;292
3994;7;;111
3995;7;;249
3996;7;;136
3997;7;;150
3998;7;;92
3999;7;;305
4000;7;;183
4001;7;;63
4002;7;;40
4003;7;;148
4004;7;;26
4005;7;;151
4006;7;;308
4007;7;;3
4008;7;;185
4009;7;;175
4010;7;;43
4011;7;;251
4012;7;;302
4013;7;;288
4014;7;;95
4015;7;;316
4016;7;;84
4017;7;;127
4018;7;;176
4019;7;;314
4020;7;;280
4021;7;;36
4022;7;;60
4023;7;;230
4024;7;;116
4025;7;;2
4026;7;;228
4027;7;;267
4028;7;;133
4029;7;;96
4030;7;;263
4031;7;;223
4032;7;;57
4033;7;;86
4034;7;;208
4035;7;;130
4036;7;;233
4037;7;;187
4038;7;;114
4039;7;;312
4040;7;;242
4041;7;;5
4042;8;;5325
4043;8;;267
4044;8;;176
4045;8;;183
4046;8;;60
4047;8;;280
4048;8;;187
4049;8;;57
4050;8;;130
4051;8;;185
4052;8;;43
4053;8;;230
4054;8;;233
4055;8;;96
4056;8;;208
4057;8;;36
4058;8;;263
4059;8;;314
4060;8;;238
4061;8;;223
4062;8;;40
4063;8;;249
4064;8;;116
4065;8;;2
4066;8;;308
4067;8;;84
4068;8;;305
4069;8;;86
4070;8;;228
4071;8;;127
4072;8;;302
4073;8;;136
4074;8;;148
4075;8;;133
4076;8;;95
4077;8;;3
4078;8;;292
4079;8;;150
4080;8;;114
4081;8;;151
4082;8;;63
4083;8;;175
4084;8;;92
4085;8;;288
4086;8;;26
4087;8;;316
4088;8;;168
4089;8;;242
4090;8;;5
4091;8;;251
4092;8;;312
4093;8;;111
4094;9;1;263
4095;9;2;263
4096;9;3;263
4097;9;4;263
4098;9;5;263
4099;9;1;288
4100;9;2;288
4101;9;3;288
4102;9;4;288
4103;9;5;288
4104;9;1;302
4105;9;2;302
4106;9;3;302
4107;9;4;302
4108;9;5;302
4109;9;1;267
4110;9;2;267
4111;9;3;267
4112;9;4;267
4113;9;5;267
4114;9;1;116
4115;9;2;116
4116;9;3;116
4117;9;4;116
4118;9;5;116
4119;9;1;305
4120;9;2;305
4121;9;3;305
4122;9;4;305
4123;9;5;305
4124;9;1;308
4125;9;2;308
4126;9;3;308
4127;9;4;308
4128;9;5;308
4129;9;1;312
4130;9;2;312
4131;9;3;312
4132;9;4;312
4133;9;5;312
4134;9;1;314
4135;9;2;314
4136;9;3;314
4137;9;4;314
4138;9;5;314
4139;9;1;316
4140;9;2;316
4141;9;3;316
4142;9;4;316
4143;9;5;316
4144;9;1;136
4145;9;2;136
4146;9;3;136
4147;9;4;136
4148;9;5;136
4149;9;1;168
4150;9;2;168
4151;9;3;168
4152;9;4;168
4153;9;5;168
4154;9;1;2
4155;9;2;2
4156;9;3;2
4157;9;4;2
4158;9;5;2
4159;9;1;3
4160;9;2;3
4161;9;3;3
4162;9;4;3
4163;9;5;3
4164;9;1;26
4165;9;2;26
4166;9;3;26
4167;9;4;26
4168;9;5;26
4169;9;1;36
4170;9;2;36
4171;9;3;36
4172;9;4;36
4173;9;5;36
4174;9;1;40
4175;9;2;40
4176;9;3;40
4177;9;4;40
4178;9;5;40
4179;9;1;43
4180;9;2;43
4181;9;3;43
4182;9;4;43
4183;9;5;43
4184;9;1;57
4185;9;2;57
4186;9;3;57
4187;9;4;57
4188;9;5;57
4189;9;1;60
4190;9;2;60
4191;9;3;60
4192;9;4;60
4193;9;5;60
4194;9;1;63
4195;9;2;63
4196;9;3;63
4197;9;4;63
4198;9;5;63
4199;9;1;148
4200;9;2;148
4201;9;3;148
4202;9;4;148
4203;9;5;148
4204;9;1;84
4205;9;2;84
4206;9;3;84
4207;9;4;84
4208;9;5;84
4209;9;1;86
4210;9;2;86
4211;9;3;86
4212;9;4;86
4213;9;5;86
4214;9;1;280
4215;9;2;280
4216;9;3;280
4217;9;4;280
4218;9;5;280
4219;9;1;92
4220;9;2;92
4221;9;3;92
4222;9;4;92
4223;9;5;92
4224;9;1;95
4225;9;2;95
4226;9;3;95
4227;9;4;95
4228;9;5;95
4229;9;1;292
4230;9;2;292
4231;9;3;292
4232;9;4;292
4233;9;5;292
4234;9;1;96
4235;9;2;96
4236;9;3;96
4237;9;4;96
4238;9;5;96
4239;9;1;111
4240;9;2;111
4241;9;3;111
4242;9;4;111
4243;9;5;111
4244;9;1;114
4245;9;2;114
4246;9;3;114
4247;9;4;114
4248;9;5;114
4249;9;1;127
4250;9;2;127
4251;9;3;127
4252;9;4;127
4253;9;5;127
4254;9;1;130
4255;9;2;130
4256;9;3;130
4257;9;4;130
4258;9;5;130
4259;9;1;133
4260;9;2;133
4261;9;3;133
4262;9;4;133
4263;9;5;133
4264;9;1;150
4265;9;2;150
4266;9;3;150
4267;9;4;150
4268;9;5;150
4269;9;1;151
4270;9;2;151
4271;9;3;151
4272;9;4;151
4273;9;5;151
4274;9;1;175
4275;9;2;175
4276;9;3;175
4277;9;4;175
4278;9;5;175
4279;9;1;176
4280;9;2;176
4281;9;3;176
4282;9;4;176
4283;9;5;176
4284;9;1;183
4285;9;2;183
4286;9;3;183
4287;9;4;183
4288;9;5;183
4289;9;1;185
4290;9;2;185
4291;9;3;185
4292;9;4;185
4293;9;5;185
4294;9;1;187
4295;9;2;187
4296;9;3;187
4297;9;4;187
4298;9;5;187
4299;9;1;208
4300;9;2;208
4301;9;3;208
4302;9;4;208
4303;9;5;208
4304;9;1;223
4305;9;2;223
4306;9;3;223
4307;9;4;223
4308;9;5;223
4309;9;1;228
4310;9;2;228
4311;9;3;228
4312;9;4;228
4313;9;5;228
4314;9;1;230
4315;9;2;230
4316;9;3;230
4317;9;4;230
4318;9;5;230
4319;9;1;233
4320;9;2;233
4321;9;3;233
4322;9;4;233
4323;9;5;233
4324;9;1;238
4325;9;2;238
4326;9;3;238
4327;9;4;238
4328;9;5;238
4329;9;1;249
4330;9;2;249
4331;9;3;249
4332;9;4;249
4333;9;5;249
4334;9;1;251
4335;9;2;251
4336;9;3;251
4337;9;4;251
4338;9;5;251
4339;9;1;242
4340;9;2;242
4341;9;3;242
4342;9;4;242
4343;9;5;242
4344;9;1;5
4345;9;2;5
4346;9;3;5
4347;9;4;5
4348;9;5;5
4349;10;1;175
4350;10;2;175
4351;10;3;175
4352;10;4;175
4353;10;5;175
4354;10;1;187
4355;10;2;187
4356;10;3;187
4357;10;4;187
4358;10;5;187
4359;10;1;63
4360;10;2;63
4361;10;3;63
4362;10;4;63
4363;10;5;63
4364;10;1;263
4365;10;2;263
4366;10;3;263
4367;10;4;263
4368;10;5;263
4369;10;1;151
4370;10;2;151
4371;10;3;151
4372;10;4;151
4373;10;5;151
4374;10;1;150
4375;10;2;150
4376;10;3;150
4377;10;4;150
4378;10;5;150
4379;10;1;133
4380;10;2;133
4381;10;3;133
4382;10;4;133
4383;10;5;133
4384;10;1;130
4385;10;2;130
4386;10;3;130
4387;10;4;130
4388;10;5;130
4389;10;1;292
4390;10;2;292
4391;10;3;292
4392;10;4;292
4393;10;5;292
4394;10;1;208
4395;10;2;208
4396;10;3;208
4397;10;4;208
4398;10;5;208
4399;10;1;36
4400;10;2;36
4401;10;3;36
4402;10;4;36
4403;10;5;36
4404;10;1;223
4405;10;2;223
4406;10;3;223
4407;10;4;223
4408;10;5;223
4409;10;1;228
4410;10;2;228
4411;10;3;228
4412;10;4;228
4413;10;5;228
4414;10;1;230
4415;10;2;230
4416;10;3;230
4417;10;4;230
4418;10;5;230
4419;10;1;26
4420;10;2;26
4421;10;3;26
4422;10;4;26
4423;10;5;26
4424;10;1;127
4425;10;2;127
4426;10;3;127
4427;10;4;127
4428;10;5;127
4429;10;1;233
4430;10;2;233
4431;10;3;233
4432;10;4;233
4433;10;5;233
4434;10;1;148
4435;10;2;148
4436;10;3;148
4437;10;4;148
4438;10;5;148
4439;10;1;3
4440;10;2;3
4441;10;3;3
4442;10;4;3
4443;10;5;3
4444;10;1;176
4445;10;2;176
4446;10;3;176
4447;10;4;176
4448;10;5;176
4449;10;1;183
4450;10;2;183
4451;10;3;183
4452;10;4;183
4453;10;5;183
4454;10;1;40
4455;10;2;40
4456;10;3;40
4457;10;4;40
4458;10;5;40
4459;10;1;2
4460;10;2;2
4461;10;3;2
4462;10;4;2
4463;10;5;2
4464;10;1;84
4465;10;2;84
4466;10;3;84
4467;10;4;84
4468;10;5;84
4469;10;1;86
4470;10;2;86
4471;10;3;86
4472;10;4;86
4473;10;5;86
4474;10;1;92
4475;10;2;92
4476;10;3;92
4477;10;4;92
4478;10;5;92
4479;10;1;168
4480;10;2;168
4481;10;3;168
4482;10;4;168
4483;10;5;168
4484;10;1;43
4485;10;2;43
4486;10;3;43
4487;10;4;43
4488;10;5;43
4489;10;1;95
4490;10;2;95
4491;10;3;95
4492;10;4;95
4493;10;5;95
4494;10;1;96
4495;10;2;96
4496;10;3;96
4497;10;4;96
4498;10;5;96
4499;10;1;136
4500;10;2;136
4501;10;3;136
4502;10;4;136
4503;10;5;136
4504;10;1;111
4505;10;2;111
4506;10;3;111
4507;10;4;111
4508;10;5;111
4509;10;1;57
4510;10;2;57
4511;10;3;57
4512;10;4;57
4513;10;5;57
4514;10;1;185
4515;10;2;185
4516;10;3;185
4517;10;4;185
4518;10;5;185
4519;10;1;114
4520;10;2;114
4521;10;3;114
4522;10;4;114
4523;10;5;114
4524;10;1;316
4525;10;2;316
4526;10;3;316
4527;10;4;316
4528;10;5;316
4529;10;1;116
4530;10;2;116
4531;10;3;116
4532;10;4;116
4533;10;5;116
4534;10;1;60
4535;10;2;60
4536;10;3;60
4537;10;4;60
4538;10;5;60
4539;10;1;251
4540;10;2;251
4541;10;3;251
4542;10;4;251
4543;10;5;251
4544;10;1;249
4545;10;2;249
4546;10;3;249
4547;10;4;249
4548;10;5;249
4549;10;1;238
4550;10;2;238
4551;10;3;238
4552;10;4;238
4553;10;5;238
4554;10;1;267
4555;10;2;267
4556;10;3;267
4557;10;4;267
4558;10;5;267
4559;10;1;280
4560;10;2;280
4561;10;3;280
4562;10;4;280
4563;10;5;280
4564;10;1;288
4565;10;2;288
4566;10;3;288
4567;10;4;288
4568;10;5;288
4569;10;1;314
4570;10;2;314
4571;10;3;314
4572;10;4;314
4573;10;5;314
4574;10;1;312
4575;10;2;312
4576;10;3;312
4577;10;4;312
4578;10;5;312
4579;10;1;308
4580;10;2;308
4581;10;3;308
4582;10;4;308
4583;10;5;308
4584;10;1;305
4585;10;2;305
4586;10;3;305
4587;10;4;305
4588;10;5;305
4589;10;1;242
4590;10;2;242
4591;10;3;242
4592;10;4;242
4593;10;5;242
4594;10;1;5
4595;10;2;5
4596;10;3;5
4597;10;4;5
4598;10;5;5
4599;10;1;302
4600;10;2;302
4601;10;3;302
4602;10;4;302
4603;10;5;302
4604;11;1;168
4605;11;2;168
4606;11;3;168
4607;11;4;168
4608;11;5;168
4609;11;1;111
4610;11;2;111
4611;11;3;111
4612;11;4;111
4613;11;5;111
4614;11;1;127
4615;11;2;127
4616;11;3;127
4617;11;4;127
4618;11;5;127
4619;11;1;148
4620;11;2;148
4621;11;3;148
4622;11;4;148
4623;11;5;148
4624;11;1;223
4625;11;2;223
4626;11;3;223
4627;11;4;223
4628;11;5;223
4629;11;1;130
4630;11;2;130
4631;11;3;130
4632;11;4;130
4633;11;5;130
4634;11;1;114
4635;11;2;114
4636;11;3;114
4637;11;4;114
4638;11;5;114
4639;11;1;57
4640;11;2;57
4641;11;3;57
4642;11;4;57
4643;11;5;57
4644;11;1;316
4645;11;2;316
4646;11;3;316
4647;11;4;316
4648;11;5;316
4649;11;1;133
4650;11;2;133
4651;11;3;133
4652;11;4;133
4653;11;5;133
4654;11;1;84
4655;11;2;84
4656;11;3;84
4657;11;4;84
4658;11;5;84
4659;11;1;314
4660;11;2;314
4661;11;3;314
4662;11;4;314
4663;11;5;314
4664;11;1;187
4665;11;2;187
4666;11;3;187
4667;11;4;187
4668;11;5;187
4669;11;1;228
4670;11;2;228
4671;11;3;228
4672;11;4;228
4673;11;5;228
4674;11;1;151
4675;11;2;151
4676;11;3;151
4677;11;4;151
4678;11;5;151
4679;11;1;36
4680;11;2;36
4681;11;3;36
4682;11;4;36
4683;11;5;36
4684;11;1;312
4685;11;2;312
4686;11;3;312
4687;11;4;312
4688;11;5;312
4689;11;1;175
4690;11;2;175
4691;11;3;175
4692;11;4;175
4693;11;5;175
4694;11;1;86
4695;11;2;86
4696;11;3;86
4697;11;4;86
4698;11;5;86
4699;11;1;249
4700;11;2;249
4701;11;3;249
4702;11;4;249
4703;11;5;249
4704;11;1;176
4705;11;2;176
4706;11;3;176
4707;11;4;176
4708;11;5;176
4709;11;1;60
4710;11;2;60
4711;11;3;60
4712;11;4;60
4713;11;5;60
4714;11;1;230
4715;11;2;230
4716;11;3;230
4717;11;4;230
4718;11;5;230
4719;11;1;183
4720;11;2;183
4721;11;3;183
4722;11;4;183
4723;11;5;183
4724;11;1;308
4725;11;2;308
4726;11;3;308
4727;11;4;308
4728;11;5;308
4729;11;1;92
4730;11;2;92
4731;11;3;92
4732;11;4;92
4733;11;5;92
4734;11;1;185
4735;11;2;185
4736;11;3;185
4737;11;4;185
4738;11;5;185
4739;11;1;43
4740;11;2;43
4741;11;3;43
4742;11;4;43
4743;11;5;43
4744;11;1;305
4745;11;2;305
4746;11;3;305
4747;11;4;305
4748;11;5;305
4749;11;1;280
4750;11;2;280
4751;11;3;280
4752;11;4;280
4753;11;5;280
4754;11;1;208
4755;11;2;208
4756;11;3;208
4757;11;4;208
4758;11;5;208
4759;11;1;238
4760;11;2;238
4761;11;3;238
4762;11;4;238
4763;11;5;238
4764;11;1;288
4765;11;2;288
4766;11;3;288
4767;11;4;288
4768;11;5;288
4769;11;1;95
4770;11;2;95
4771;11;3;95
4772;11;4;95
4773;11;5;95
4774;11;1;267
4775;11;2;267
4776;11;3;267
4777;11;4;267
4778;11;5;267
4779;11;1;302
4780;11;2;302
4781;11;3;302
4782;11;4;302
